2018-03-05 22:16:13,924 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=457e8a24-60f7-469f-8503-324f04cfc2df
2018-03-06 00:57:50,812 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=6a6aad0b-b8c6-464f-bc51-63730eec01e2
2018-03-06 00:57:50,817 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-03-06 00:57:59,170 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=1eb4aa7f-410c-400b-8fea-d6a4b5448e9a
2018-03-06 00:57:59,602 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-03-06 00:57:59,607 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-03-06 00:57:59,615 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-03-06 00:58:00,802 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-03-06 00:58:00,808 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-03-06 00:58:00,812 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-03-06 00:58:00,817 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-03-06 00:58:00,821 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-03-06 00:58:00,826 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-03-06 00:58:00,831 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-03-06 00:58:00,836 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-03-06 00:58:00,840 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-03-06 00:58:00,844 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-03-06 00:58:00,849 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-03-06 00:58:00,853 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-03-06 00:58:00,857 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-03-06 00:58:00,862 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-03-06 00:58:00,872 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2018-03-06 00:58:00,884 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-03-06 00:58:00,890 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-06 00:58:00,895 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-03-06 00:58:00,924 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=1eb4aa7f-410c-400b-8fea-d6a4b5448e9a
2018-03-06 00:58:00,943 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-03-06 00:58:00,952 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-03-06 00:58:01,741 [21] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-03-06 00:58:01,746 [21] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-06 00:58:01,754 [21] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 113.103.5.145, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 1eb4aa7f-410c-400b-8fea-d6a4b5448e9a, Hostname localhost, IPv6Address 
2018-03-06 00:58:01,811 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=1eb4aa7f-410c-400b-8fea-d6a4b5448e9a
2018-03-06 00:58:15,505 [24] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=74a73ed0-9fd8-4a21-a24a-9170a7e8124b
2018-03-06 00:58:15,931 [24] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-03-06 00:58:15,936 [24] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-03-06 00:58:15,943 [24] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-03-06 00:58:17,128 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-03-06 00:58:17,134 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-03-06 00:58:17,138 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-03-06 00:58:17,144 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-03-06 00:58:17,149 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-03-06 00:58:17,154 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-03-06 00:58:17,160 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-03-06 00:58:17,164 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-03-06 00:58:17,168 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-03-06 00:58:17,173 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-03-06 00:58:17,177 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-03-06 00:58:17,182 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-03-06 00:58:17,186 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-03-06 00:58:17,191 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-03-06 00:58:17,203 [24] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2018-03-06 00:58:17,214 [24] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-03-06 00:58:17,221 [24] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-06 00:58:17,226 [24] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-03-06 00:58:17,255 [24] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=74a73ed0-9fd8-4a21-a24a-9170a7e8124b
2018-03-06 00:58:17,276 [24] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-03-06 00:58:17,285 [24] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-03-06 00:58:17,294 [24] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=1eb4aa7f-410c-400b-8fea-d6a4b5448e9a
2018-03-06 00:58:17,301 [24] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-03-06 00:58:17,304 [22] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=1eb4aa7f-410c-400b-8fea-d6a4b5448e9a
2018-03-06 00:58:17,310 [24] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=1eb4aa7f-410c-400b-8fea-d6a4b5448e9a
2018-03-06 00:58:17,318 [24] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-03-06 00:58:17,340 [13] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-03-06 00:58:17,345 [13] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-06 00:58:17,352 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.3.7, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 74a73ed0-9fd8-4a21-a24a-9170a7e8124b, Hostname localhost, IPv6Address 
2018-03-06 00:58:17,376 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=74a73ed0-9fd8-4a21-a24a-9170a7e8124b
2018-03-06 00:58:19,332 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=74a73ed0-9fd8-4a21-a24a-9170a7e8124b
2018-03-06 00:58:19,338 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-03-06 00:58:19,341 [20] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=3, reason=ManagedDisconnect, detail=), serverId=74a73ed0-9fd8-4a21-a24a-9170a7e8124b
2018-03-06 00:58:19,369 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=74a73ed0-9fd8-4a21-a24a-9170a7e8124b
2018-03-06 00:58:19,374 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-03-06 00:58:31,207 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=097622d0-0e76-47b8-9413-ae6ed4d911cd
2018-03-06 00:58:31,644 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-03-06 00:58:31,650 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-03-06 00:58:31,659 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-03-06 00:58:32,759 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-03-06 00:58:32,765 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-03-06 00:58:32,770 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-03-06 00:58:32,775 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-03-06 00:58:32,780 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-03-06 00:58:32,786 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-03-06 00:58:32,791 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-03-06 00:58:32,796 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-03-06 00:58:32,801 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-03-06 00:58:32,805 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-03-06 00:58:32,810 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-03-06 00:58:32,816 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-03-06 00:58:32,821 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-03-06 00:58:32,826 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-03-06 00:58:32,837 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2018-03-06 00:58:32,848 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-03-06 00:58:32,855 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-06 00:58:32,860 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-03-06 00:58:32,893 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=097622d0-0e76-47b8-9413-ae6ed4d911cd
2018-03-06 00:58:32,913 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-03-06 00:58:32,921 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-03-06 00:58:33,766 [14] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-03-06 00:58:33,773 [14] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-06 00:58:33,783 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.3.7, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 097622d0-0e76-47b8-9413-ae6ed4d911cd, Hostname localhost, IPv6Address 
2018-03-06 00:58:33,836 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=097622d0-0e76-47b8-9413-ae6ed4d911cd
2018-03-06 01:11:27,427 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=097622d0-0e76-47b8-9413-ae6ed4d911cd
2018-03-06 01:11:27,433 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-03-06 01:11:27,435 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=097622d0-0e76-47b8-9413-ae6ed4d911cd
2018-03-06 01:11:27,457 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=097622d0-0e76-47b8-9413-ae6ed4d911cd
2018-03-06 01:11:27,463 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-03-06 01:11:53,910 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=7eb41606-59f7-4ddb-a5ad-e8a8fa4df2cb
2018-03-06 01:11:54,338 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-03-06 01:11:54,365 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-03-06 01:11:54,374 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-03-06 01:11:55,509 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-03-06 01:11:55,515 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-03-06 01:11:55,520 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-03-06 01:11:55,525 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-03-06 01:11:55,529 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-03-06 01:11:55,534 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-03-06 01:11:55,539 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-03-06 01:11:55,544 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-03-06 01:11:55,550 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-03-06 01:11:55,554 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-03-06 01:11:55,559 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-03-06 01:11:55,564 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-03-06 01:11:55,568 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-03-06 01:11:55,575 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-03-06 01:11:55,588 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2018-03-06 01:11:55,600 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-03-06 01:11:55,607 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-06 01:11:55,613 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-03-06 01:11:55,645 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=7eb41606-59f7-4ddb-a5ad-e8a8fa4df2cb
2018-03-06 01:11:55,664 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-03-06 01:11:55,674 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-03-06 01:11:56,467 [10] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-03-06 01:11:56,473 [10] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-06 01:11:56,480 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.3.7, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 7eb41606-59f7-4ddb-a5ad-e8a8fa4df2cb, Hostname localhost, IPv6Address 
2018-03-06 01:11:56,547 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=7eb41606-59f7-4ddb-a5ad-e8a8fa4df2cb
2018-03-08 01:25:03,707 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=d37c52b4-1242-420b-a278-5af6b3c791a9
2018-03-08 01:25:03,741 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - User has no Admin rights. HttpQueuePerformanceCounters initialization skipped
2018-03-08 01:25:03,750 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-03-08 01:25:05,100 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-03-08 01:25:05,105 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-03-08 01:25:05,110 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-03-08 01:25:05,115 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-03-08 01:25:05,120 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-03-08 01:25:05,125 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-03-08 01:25:05,130 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-03-08 01:25:05,136 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-03-08 01:25:05,141 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-03-08 01:25:05,147 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-03-08 01:25:05,152 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-03-08 01:25:05,157 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-03-08 01:25:05,162 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-03-08 01:25:05,168 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-03-08 01:25:05,180 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2018-03-08 01:25:05,192 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-03-08 01:25:05,199 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-08 01:25:05,205 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-03-08 01:25:05,308 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=d37c52b4-1242-420b-a278-5af6b3c791a9
2018-03-08 01:25:05,328 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-03-08 01:25:05,339 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-03-08 01:25:06,061 [15] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-03-08 01:25:06,067 [15] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-08 01:25:06,076 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.3.7, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID d37c52b4-1242-420b-a278-5af6b3c791a9, Hostname localhost, IPv6Address 
2018-03-08 01:25:06,152 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=d37c52b4-1242-420b-a278-5af6b3c791a9
